latitude,longitude,frp,acq_date,confidence,source_region
-4.85765,12.02323,0.92,2026-05-15,nominal,Northern_and_Central_Africa
-4.85827,12.0272,1.16,2026-05-15,nominal,Northern_and_Central_Africa
-4.86057,12.01874,2.47,2026-05-15,nominal,Northern_and_Central_Africa
-4.85996,12.01483,1.25,2026-05-15,nominal,Northern_and_Central_Africa
-4.86119,12.02267,2.47,2026-05-15,nominal,Northern_and_Central_Africa
-4.86181,12.02663,1.0,2026-05-15,nominal,Northern_and_Central_Africa
-4.8635,12.01429,1.25,2026-05-15,nominal,Northern_and_Central_Africa
-4.86411,12.01819,2.47,2026-05-15,nominal,Northern_and_Central_Africa
-4.86472,12.02212,2.47,2026-05-15,nominal,Northern_and_Central_Africa
-4.86534,12.02608,1.0,2026-05-15,nominal,Northern_and_Central_Africa
-4.86764,12.01764,0.78,2026-05-15,nominal,Northern_and_Central_Africa
-4.86826,12.02157,0.78,2026-05-15,nominal,Northern_and_Central_Africa
-4.93266,12.08938,0.55,2026-05-15,nominal,Northern_and_Central_Africa
-4.93328,12.09338,0.55,2026-05-15,nominal,Northern_and_Central_Africa
-4.93622,12.08883,0.65,2026-05-15,nominal,Northern_and_Central_Africa
-4.93683,12.09284,0.65,2026-05-15,nominal,Northern_and_Central_Africa
-5.20337,11.69787,0.89,2026-05-15,nominal,Northern_and_Central_Africa
-5.20396,11.70173,0.89,2026-05-15,nominal,Northern_and_Central_Africa
-5.27344,11.56577,1.04,2026-05-15,nominal,Northern_and_Central_Africa
-5.48871,11.51407,0.49,2026-05-15,nominal,Northern_and_Central_Africa
-5.6561,11.80753,5.5,2026-05-15,nominal,Northern_and_Central_Africa
-5.65671,11.81147,5.5,2026-05-15,nominal,Northern_and_Central_Africa
-6.11663,12.33371,0.79,2026-05-15,nominal,Northern_and_Central_Africa
-6.11726,12.33793,0.79,2026-05-15,nominal,Northern_and_Central_Africa
-6.1209,12.33737,0.79,2026-05-15,nominal,Northern_and_Central_Africa
-6.12153,12.34159,1.25,2026-05-15,nominal,Northern_and_Central_Africa
-6.16396,12.32644,1.66,2026-05-15,nominal,Northern_and_Central_Africa
-6.1646,12.33065,1.66,2026-05-15,nominal,Northern_and_Central_Africa
-6.21207,12.39685,0.71,2026-05-15,nominal,Northern_and_Central_Africa
-6.21573,12.39628,0.72,2026-05-15,nominal,Northern_and_Central_Africa
-6.06905,11.35811,3.41,2026-05-15,nominal,Northern_and_Central_Africa
-6.07254,11.35758,3.41,2026-05-15,nominal,Northern_and_Central_Africa
-6.07052,11.35875,6.83,2026-05-15,nominal,Northern_and_Central_Africa
-6.13892,11.03119,1.73,2026-05-15,nominal,Northern_and_Central_Africa
-6.14236,11.03066,1.81,2026-05-15,nominal,Northern_and_Central_Africa
64.64674,24.42244,1.7,2026-05-15,nominal,Europe
65.55943,22.21993,2.36,2026-05-15,nominal,Europe
65.56007,22.21131,2.36,2026-05-15,nominal,Europe
65.56287,22.23027,2.89,2026-05-15,nominal,Europe
65.56413,22.21313,2.36,2026-05-15,nominal,Europe
65.56349,22.2217,2.36,2026-05-15,nominal,Europe
65.76526,24.18498,3.31,2026-05-15,nominal,Europe
65.7691,24.18699,3.31,2026-05-15,nominal,Europe
66.3098,14.17762,0.8,2026-05-15,nominal,Europe
52.15718,10.40607,2.44,2026-05-15,nominal,Europe
52.15735,10.40031,2.44,2026-05-15,nominal,Europe
52.15184,10.39993,2.44,2026-05-15,nominal,Europe
52.15168,10.40567,2.44,2026-05-15,nominal,Europe
50.54381,26.26022,1.03,2026-05-15,nominal,Europe
50.92911,21.67648,1.13,2026-05-15,nominal,Europe
53.25829,24.44975,0.84,2026-05-15,nominal,Europe
53.52442,9.89982,1.16,2026-05-15,nominal,Europe
53.52295,9.90143,1.79,2026-05-15,nominal,Europe
53.14233,8.67401,1.01,2026-05-15,nominal,Europe
52.40029,12.49776,2.11,2026-05-15,nominal,Europe
53.13044,8.67358,1.65,2026-05-15,nominal,Europe
53.14009,8.67738,1.94,2026-05-15,nominal,Europe
53.13416,8.67718,1.94,2026-05-15,nominal,Europe
53.13398,8.6914,1.73,2026-05-15,nominal,Europe
53.26986,24.44209,0.71,2026-05-15,nominal,Europe
57.71113,18.80616,1.18,2026-05-15,nominal,Europe
61.06366,28.2402,0.51,2026-05-15,nominal,Europe
63.31537,9.14553,0.79,2026-05-15,nominal,Europe
64.66252,21.28299,12.69,2026-05-15,nominal,Europe
64.66345,21.28062,11.14,2026-05-15,nominal,Europe
53.13639,8.67379,1.65,2026-05-15,nominal,Europe
52.40198,12.49991,1.23,2026-05-15,nominal,Europe
52.17358,14.61457,1.11,2026-05-15,nominal,Europe
52.16713,10.42996,0.43,2026-05-15,nominal,Europe
52.16193,10.41797,1.14,2026-05-15,nominal,Europe
52.1567,10.40601,4.26,2026-05-15,nominal,Europe
52.15685,10.40024,4.23,2026-05-15,nominal,Europe
52.1675,10.42999,1.25,2026-05-15,nominal,Europe
52.16235,10.41801,1.26,2026-05-15,nominal,Europe
45.35798,30.90357,1.17,2026-05-15,nominal,Europe
45.35394,30.90165,1.17,2026-05-15,nominal,Europe
45.94961,25.28224,0.82,2026-05-15,nominal,Europe
45.2915,25.1101,0.87,2026-05-15,nominal,Europe
45.12183,25.41937,1.58,2026-05-15,nominal,Europe
45.20728,19.70644,0.64,2026-05-15,nominal,Europe
44.59804,20.97736,1.13,2026-05-15,nominal,Europe
45.38255,11.94747,1.27,2026-05-15,nominal,Europe
45.46078,10.45467,6.0,2026-05-15,nominal,Europe
45.46055,10.45921,2.36,2026-05-15,nominal,Europe
45.42665,10.99824,0.75,2026-05-15,nominal,Europe
44.01139,19.88601,1.23,2026-05-15,nominal,Europe
41.26607,31.42383,1.44,2026-05-15,nominal,Europe
41.26148,31.4218,1.44,2026-05-15,nominal,Europe
41.26583,31.42414,1.57,2026-05-15,nominal,Europe
41.26125,31.4221,1.57,2026-05-15,nominal,Europe
41.25372,31.41141,1.16,2026-05-15,nominal,Europe
42.71696,24.17099,1.44,2026-05-15,nominal,Europe
42.71359,24.16994,2.16,2026-05-15,nominal,Europe
55.09299,21.80278,0.45,2026-05-15,nominal,Europe
51.10547,18.94205,1.57,2026-05-15,nominal,Europe
51.59595,8.33381,1.99,2026-05-15,nominal,Europe
51.49293,6.73806,2.3,2026-05-15,nominal,Europe
51.49215,6.73392,3.04,2026-05-15,nominal,Europe
51.37072,6.70047,2.55,2026-05-15,nominal,Europe
51.36437,6.70874,2.55,2026-05-15,nominal,Europe
51.36433,6.70055,2.55,2026-05-15,nominal,Europe
51.3696,6.70276,4.15,2026-05-15,nominal,Europe
51.36321,6.70284,4.15,2026-05-15,nominal,Europe
51.36321,6.71103,4.17,2026-05-15,nominal,Europe
51.29987,7.01118,1.41,2026-05-15,nominal,Europe
51.2979,7.00735,2.04,2026-05-15,nominal,Europe
49.91786,24.12696,4.73,2026-05-15,nominal,Europe
49.91704,24.13225,4.73,2026-05-15,nominal,Europe
51.1736,3.80469,6.37,2026-05-15,nominal,Europe
49.91377,24.13103,2.44,2026-05-15,nominal,Europe
51.16646,3.80507,6.37,2026-05-15,nominal,Europe
51.16676,3.81595,5.46,2026-05-15,nominal,Europe
51.17097,3.80503,3.15,2026-05-15,nominal,Europe
51.17122,3.81587,3.15,2026-05-15,nominal,Europe
51.16385,3.80536,3.15,2026-05-15,nominal,Europe
51.1641,3.81622,3.15,2026-05-15,nominal,Europe
47.87412,33.43747,2.29,2026-05-15,nominal,Europe
47.86842,33.44115,2.29,2026-05-15,nominal,Europe
47.8692,33.44178,3.66,2026-05-15,nominal,Europe
47.8797,33.39948,1.11,2026-05-15,nominal,Europe
48.74794,26.60649,0.51,2026-05-15,nominal,Europe
48.97624,24.70883,1.88,2026-05-15,nominal,Europe
47.17356,31.75584,0.78,2026-05-15,nominal,Europe
47.78969,28.95208,1.06,2026-05-15,nominal,Europe
46.67686,32.67202,0.84,2026-05-15,nominal,Europe
46.54644,32.56878,1.08,2026-05-15,nominal,Europe
48.61802,21.1828,0.57,2026-05-15,nominal,Europe
48.61241,21.19839,0.81,2026-05-15,nominal,Europe
48.60784,21.17968,5.46,2026-05-15,nominal,Europe
48.60636,21.19077,1.59,2026-05-15,nominal,Europe
48.60445,21.17864,1.87,2026-05-15,nominal,Europe
45.37441,30.92897,1.93,2026-05-15,nominal,Europe
56.31252,22.9161,0.63,2026-05-15,nominal,Europe
55.48577,28.59922,2.29,2026-05-15,nominal,Europe
57.06303,9.97505,1.9,2026-05-15,nominal,Europe
57.06298,9.97473,1.51,2026-05-15,nominal,Europe
38.75373,26.93694,0.73,2026-05-15,nominal,Europe
38.74691,26.94889,0.94,2026-05-15,nominal,Europe
38.74297,26.94744,0.94,2026-05-15,nominal,Europe
38.74199,26.95196,0.94,2026-05-15,nominal,Europe
38.73902,26.94603,1.72,2026-05-15,nominal,Europe
38.73795,26.93131,0.99,2026-05-15,nominal,Europe
38.73509,26.94453,1.72,2026-05-15,nominal,Europe
38.45289,27.26377,0.88,2026-05-15,nominal,Europe
38.42564,27.24911,0.83,2026-05-15,nominal,Europe
37.25201,30.44062,1.43,2026-05-15,nominal,Europe
37.36951,27.27853,0.51,2026-05-15,nominal,Europe
38.12804,23.52443,0.85,2026-05-15,nominal,Europe
38.7929,15.21282,0.87,2026-05-15,nominal,Europe
38.79375,15.20533,1.49,2026-05-15,nominal,Europe
39.08201,9.0178,2.09,2026-05-15,nominal,Europe
40.50161,17.21725,1.01,2026-05-15,nominal,Europe
38.75277,26.94141,0.46,2026-05-15,nominal,Europe
40.51715,17.20982,1.63,2026-05-15,nominal,Europe
40.52137,17.20531,0.75,2026-05-15,nominal,Europe
40.62677,17.99798,0.52,2026-05-15,nominal,Europe
40.63023,17.99876,0.52,2026-05-15,nominal,Europe
39.09086,27.51305,0.81,2026-05-15,nominal,Europe
39.86604,26.24537,2.92,2026-05-15,nominal,Europe
39.60693,27.88023,0.52,2026-05-15,nominal,Europe
39.89986,28.87068,0.84,2026-05-15,nominal,Europe
41.72357,22.13475,0.33,2026-05-15,nominal,Europe
42.14744,21.29821,0.59,2026-05-15,nominal,Europe
40.78364,29.53337,0.69,2026-05-15,nominal,Europe
41.01948,28.55373,0.78,2026-05-15,nominal,Europe
40.78091,29.60414,0.82,2026-05-15,nominal,Europe
40.75817,29.7597,2.2,2026-05-15,nominal,Europe
41.79662,26.70433,0.62,2026-05-15,nominal,Europe
40.50938,17.21353,1.33,2026-05-15,nominal,Europe
40.50293,17.20671,1.01,2026-05-15,nominal,Europe
36.67815,3.11639,0.92,2026-05-15,nominal,Europe
36.68182,3.12089,2.28,2026-05-15,nominal,Europe
-37.80685,175.44496,1.85,2026-05-15,nominal,Australian_NewZealand
-37.66233,175.97081,1.86,2026-05-15,nominal,Australian_NewZealand
