date,location_name,pm25
2024-04-01,Melbourne CBD,17.706791666666668
2024-04-01,Melton,30.010458333333336
2024-04-01,Traralgon,13.929291666666666
2024-04-02,Alphington,1.9760833333333334
2024-04-02,Box Hill,2.4695416666666667
2024-04-02,Dandenong,2.8737083333333335
2024-04-02,Melbourne CBD,4.0776666666666666
2024-04-02,Melton,1.3439166666666666
2024-04-02,Traralgon,7.198416666666667
2024-04-03,Alphington,3.6679999999999997
2024-04-03,Box Hill,3.7496666666666667
2024-04-03,Brighton,6.801
2024-04-03,Dandenong,3.7295833333333333
2024-04-03,Melbourne CBD,5.5295
2024-04-03,Melton,1.259375
2024-04-03,Traralgon,5.462541666666667
2024-04-04,Alphington,3.789875
2024-04-04,Box Hill,4.0616666666666665
2024-04-04,Brighton,5.688166666666667
2024-04-04,Dandenong,5.0987
2024-04-04,Melbourne CBD,6.442875
2024-04-04,Melton,2.9447083333333333
2024-04-04,Traralgon,5.103166666666667
2024-04-05,Alphington,6.313583333333333
2024-04-05,Box Hill,5.994791666666666
2024-04-05,Brighton,6.840166666666667
2024-04-05,Dandenong,6.062083333333334
2024-04-05,Melbourne CBD,9.041833333333333
2024-04-05,Melton,7.383166666666667
2024-04-05,Traralgon,4.778875
2024-04-06,Alphington,5.340583333333334
2024-04-06,Box Hill,3.5216666666666665
2024-04-06,Brighton,4.125333333333334
2024-04-06,Dandenong,3.5197083333333334
2024-04-06,Melbourne CBD,6.899041666666667
2024-04-06,Melton,3.849041666666667
2024-04-06,Traralgon,4.9206666666666665
2024-04-07,Alphington,4.016708333333333
2024-04-07,Box Hill,2.7831739130434783
2024-04-07,Brighton,5.161869565217391
2024-04-07,Dandenong,3.5105833333333334
2024-04-07,Melbourne CBD,6.045391304347826
2024-04-07,Melton,3.08075
2024-04-07,Traralgon,3.455416666666667
2024-04-08,Alphington,3.5423750000000003
2024-04-08,Box Hill,2.377083333333333
2024-04-08,Brighton,3.7243333333333335
2024-04-08,Dandenong,2.7572916666666667
2024-04-08,Melbourne CBD,5.671083333333334
2024-04-08,Melton,1.2596250000000002
2024-04-08,Traralgon,5.593958333333333
2024-04-09,Alphington,3.2755
2024-04-09,Box Hill,1.6474583333333332
2024-04-09,Brighton,3.295375
2024-04-09,Dandenong,2.8179166666666666
2024-04-09,Melbourne CBD,5.553916666666667
2024-04-09,Melton,1.0729583333333335
