lat_bin,lon_bin,fire_count,avg_frp
56,-104,27933,15.15
56,-102,7834,12.59
56,-100,7539,11.68
56,-98,9575,16.34
56,-96,3532,12.24
56,-94,1713,10.38
56,-92,602,9.86
56,-90,74,7.94
56,-88,8,9.86
56,-80,2,3.1
56,-76,1,0.06
56,-74,1,0.23
56,-72,592,12.7
56,-70,4512,11.6
56,-68,2296,11.72
56,-66,10,4.66
56,-64,344,3.39
56,-62,92,18.41
58,-136,507,9.8
58,-134,263,8.23
58,-132,127,5.74
58,-130,11405,9.17
58,-128,4805,17.37
58,-126,1120,10.53
58,-124,34706,10.01
58,-122,207634,7.85
58,-120,125321,11.89
58,-118,16073,11.02
58,-116,91326,13.58
58,-114,89091,12.05
58,-112,50473,12.64
58,-110,5612,14.46
58,-108,6875,16.63
58,-106,15602,24.22
58,-104,4175,15.82
58,-102,655,20.74
58,-100,2433,10.54
58,-98,610,8.89
58,-96,268,8.75
58,-80,12,2.39
58,-78,1,0.08
58,-70,15,4.16
58,-68,70,4.3
58,-66,153,21.48
58,-64,1,0.07
60,-142,1,0.28
60,-140,9,5.4
60,-138,197,21.72
60,-136,5672,8.26
60,-134,738,15.16
60,-132,1024,12.48
60,-130,2284,8.04
60,-128,9385,12.64
60,-126,10596,16.28
60,-124,8927,14.1
60,-122,58142,13.37
60,-120,87215,11.11
60,-118,59223,12.82
60,-116,10611,12.33
60,-114,37527,7.87
60,-112,107009,16.13
60,-110,14587,15.76
60,-108,5186,16.18
60,-106,1241,11.95
60,-104,377,9.04
60,-102,39,10.51
60,-98,5,6.53
60,-78,2,1.91
60,-74,9,1.02
60,-70,4,3.15
62,-142,2971,9.88
62,-140,3830,9.51
62,-138,9840,12.4
62,-136,7672,10.83
62,-134,4827,13.69
62,-132,1008,13.35
62,-130,123,8.85
62,-128,192,8.11
62,-126,2250,17.43
62,-124,46138,10.9
62,-122,21157,16.45
62,-120,8411,14.94
62,-118,4780,12.65
62,-116,42419,10.45
62,-114,26770,8.35
62,-112,4225,14.54
62,-110,3310,8.87
62,-108,411,9.75
62,-106,135,8.31
62,-104,766,9.91
62,-102,1,0.04
62,-100,14,3.68
62,-98,17,5.14
62,-96,1,0.18
62,-94,22,8.04
62,-82,1,0.08
62,-76,2,0.56
62,-70,1,0.02
62,-66,1,0.17
64,-142,466,9.49
64,-140,1252,13.09
64,-138,3724,12.02
64,-136,10613,10.39
64,-134,2965,12.58
64,-132,1193,9.4
64,-130,4817,7.45
64,-128,12762,11.16
64,-126,51731,13.72
64,-124,30226,9.4
64,-122,46743,18.84
64,-120,35232,19.51
64,-118,27804,12.46
64,-116,33570,11.17
64,-114,10079,8.53
64,-112,77,5.78
64,-110,259,3.96
64,-108,42,3.72
64,-104,2,1.55
64,-102,71,5.92
64,-100,8,7.1
64,-98,1,3.03
64,-96,13,3.99
64,-92,1,3.51
64,-90,2,1.12
64,-68,1,4.42
66,-142,1036,19.19
66,-140,10112,12.51
66,-138,4900,14.52
66,-136,4165,9.78
66,-134,7532,11.69
66,-132,12486,26.26
66,-130,21203,15.61
66,-128,1968,10.24
66,-126,565,11.98
66,-124,4,1.44
66,-122,2116,10.35
66,-120,1410,6.59
66,-118,797,13.78
66,-116,117,3.44
66,-114,25,6.23
66,-112,15,3.6
66,-108,3,0.47
66,-102,1,0.04
66,-100,1,0.02
66,-98,1,0.64
66,-86,2,1.3
66,-84,1,0.07
66,-72,1,0.03
66,-66,1,0.1
68,-140,2311,9.87
68,-138,4,2.45
68,-134,8539,8.58
68,-132,660,13.44
68,-130,93,5.89
68,-128,6,4.61
68,-126,3,1.14
68,-106,8,4.98
68,-96,1,3.73
68,-94,1,0.04
70,-80,1,0.03
70,-76,2,0.21
70,-70,1,0.56
72,-122,1,0.03
72,-116,1,0.03
72,-100,1,0.05
72,-84,1,0.17
78,-90,1,0.04
78,-86,1,0.03
80,-78,1,0.08
82,-80,1,0.09
82,-64,1,0.06
