latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-16.79124,128.12175,348.12,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,307.84,43.77,D
-16.79209,128.11716,339.65,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.16,11.14,D
-16.8347,127.88548,343.31,0.46,0.47,2026-05-13,05:38,N,nominal,2.0NRT,297.01,13.27,D
-16.78513,128.12996,367,0.48,0.48,2026-05-13,05:38,N,high,2.0NRT,309.08,39.93,D
-16.78428,128.13452,349.18,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.61,39.93,D
-16.76513,128.18811,356.53,0.49,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.93,22.74,D
-16.76067,128.18726,352.1,0.49,0.48,2026-05-13,05:38,N,nominal,2.0NRT,303.21,22.74,D
-16.75708,128.18173,341.34,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.67,8.64,D
-16.80886,127.90293,332.73,0.46,0.47,2026-05-13,05:38,N,nominal,2.0NRT,296.53,5.48,D
-16.80966,127.89857,348.43,0.46,0.47,2026-05-13,05:38,N,nominal,2.0NRT,299.2,18.47,D
-16.8061,127.89334,354.91,0.46,0.47,2026-05-13,05:38,N,nominal,2.0NRT,301.63,18.47,D
-16.80691,127.88899,334.16,0.46,0.47,2026-05-13,05:38,N,nominal,2.0NRT,297.45,7.23,D
-16.80093,127.8968,352.47,0.46,0.47,2026-05-13,05:38,N,nominal,2.0NRT,308.07,36.51,D
-16.80174,127.89245,340.23,0.46,0.47,2026-05-13,05:38,N,nominal,2.0NRT,297.63,36.51,D
-16.80255,127.88811,353.06,0.46,0.47,2026-05-13,05:38,N,nominal,2.0NRT,297.42,10,D
-16.77662,127.9057,367,0.47,0.47,2026-05-13,05:38,N,high,2.0NRT,303.37,47.65,D
-16.77744,127.90129,342,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,293.7,15.05,D
-16.77141,127.90926,349.48,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,300.98,5.83,D
-16.77224,127.90483,342.92,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,300.47,5.83,D
-16.77307,127.90044,342.19,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,295.29,9.88,D
-16.76704,127.90841,344.54,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,299.57,5.83,D
-16.76787,127.90401,333.51,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,295.21,5.83,D
-16.76869,127.8996,351.24,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,296.1,9.88,D
-16.76266,127.90756,333.16,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,299.3,10.68,D
-16.75745,127.91111,341.8,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,300.21,12.31,D
-16.75828,127.90672,355.53,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,303.41,10.68,D
-16.75308,127.91026,346.37,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,303.3,15.3,D
-16.7539,127.90589,356.69,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,302.43,9.42,D
-16.7487,127.90942,367,0.47,0.47,2026-05-13,05:38,N,high,2.0NRT,302.51,15.3,D
-16.74952,127.90506,332.57,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,299.96,9.42,D
-16.69564,128.16457,347.21,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.91,4.48,D
-16.69652,128.15996,330.14,0.48,0.48,2026-05-13,05:38,N,low,2.0NRT,302.24,4.48,D
-16.74432,127.90855,350,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,303.36,22.47,D
-16.74514,127.90421,354.81,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,302.84,23.29,D
-16.73994,127.90771,367,0.47,0.47,2026-05-13,05:38,N,high,2.0NRT,304.51,22.47,D
-16.73913,127.91201,340.96,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,299.21,22.47,D
-16.74076,127.90337,338.57,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,301.75,23.29,D
-16.73137,127.92892,350.96,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.55,24.93,D
-16.73474,127.91122,349.47,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,300.64,12.69,D
-16.73556,127.90686,346.34,0.47,0.47,2026-05-13,05:38,N,nominal,2.0NRT,298.08,12.69,D
-16.72951,127.91484,367,0.47,0.47,2026-05-13,05:38,N,high,2.0NRT,302.17,11.46,D
-16.72446,127.94134,346.84,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.8,6.6,D
-16.72698,127.92806,344.32,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.35,24.93,D
-16.72867,127.91923,344.2,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.42,11.46,D
-16.70061,128.04228,335.03,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.29,16.81,D
-16.70145,128.03787,333.47,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.55,16.81,D
-16.70401,128.02454,338.16,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.85,28.34,D
-16.70571,128.01566,340.76,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.6,19.07,D
-16.7074,128.00679,333.57,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.1,9.77,D
-16.70825,128.00235,341.26,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.47,9.77,D
-16.71081,127.98895,330.42,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297.29,4.16,D
-16.68389,128.10548,367,0.48,0.48,2026-05-13,05:38,N,high,2.0NRT,300.71,9.54,D
-16.70045,128.01923,367,0.47,0.48,2026-05-13,05:38,N,high,2.0NRT,306.96,28.34,D
-16.67689,128.14186,337.86,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.99,6,D
-16.67777,128.1373,348.68,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,304.16,6,D
-16.67865,128.13272,343.95,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.81,5.28,D
-16.68127,128.11909,348.68,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.78,7.37,D
-16.68214,128.11458,330.63,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.44,13.29,D
-16.68301,128.11003,355.52,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.72,13.29,D
-16.68476,128.10095,343.02,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.97,9.54,D
-16.68563,128.09641,332.77,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.62,4.14,D
-16.68826,128.08273,348.4,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.15,13.68,D
-16.68915,128.07811,336.57,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297.53,4.17,D
-16.69006,128.07335,331.92,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.79,4.17,D
-16.69183,128.06416,350.79,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,309.51,53.79,D
-16.69272,128.05951,334.44,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.86,19.24,D
-16.69362,128.05482,353.82,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.63,19.24,D
-16.6945,128.05026,355.54,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,304.62,13.28,D
-16.69536,128.04573,335.22,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.72,13.28,D
-16.69621,128.04134,345.52,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,304.28,16.81,D
-16.69705,128.03696,343.24,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,303.33,16.81,D
-16.69789,128.03255,355.45,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,310.09,56.45,D
-16.69874,128.02812,351.8,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,305.86,56.45,D
-16.69959,128.02367,354.9,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,307.76,28.34,D
-16.70128,128.01485,353.32,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,304.4,19.07,D
-16.70213,128.01045,340.73,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297.58,19.07,D
-16.70298,128.00601,351.94,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.57,9.77,D
-16.70384,128.00153,346.54,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.57,9.77,D
-16.7047,127.99703,355.24,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.59,13.89,D
-16.70555,127.99255,331.67,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297.66,13.89,D
-16.70641,127.98809,344.9,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297.66,4.16,D
-16.70729,127.9835,330,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.47,4.16,D
-16.70817,127.97892,341.93,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.65,4.89,D
-16.67771,128.11366,367,0.48,0.48,2026-05-13,05:38,N,high,2.0NRT,302.03,14.28,D
-16.69177,128.04054,367,0.48,0.48,2026-05-13,05:38,N,high,2.0NRT,301.37,13.86,D
-16.69518,128.02281,367,0.47,0.48,2026-05-13,05:38,N,high,2.0NRT,298.32,20.27,D
-16.70289,127.98262,367,0.47,0.48,2026-05-13,05:38,N,high,2.0NRT,299.12,21.91,D
-16.6742,128.13187,353.34,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.15,6.53,D
-16.67683,128.11821,343.97,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.6,6.6,D
-16.67858,128.10913,351.37,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.33,14.28,D
-16.68033,128.10005,357.21,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.36,13.24,D
-16.68209,128.09088,340.28,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.03,7.68,D
-16.68742,128.06319,345.28,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.02,28.6,D
-16.68921,128.05391,344.07,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.27,35.79,D
-16.69007,128.04942,356.84,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.16,25.54,D
-16.69262,128.03613,340.99,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297.51,13.86,D
-16.69603,128.0184,352.67,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297.74,20.27,D
-16.70376,127.97807,343.32,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.17,9.27,D
-16.67414,128.10828,333.33,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.19,14.28,D
-16.72094,127.94109,338.46,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.1,6.68,D
-17.53141,123.21814,337.54,0.4,0.37,2026-05-13,05:38,N,nominal,2.0NRT,303.87,4.09,D
-16.69943,128.03342,367,0.48,0.48,2026-05-13,05:38,N,high,2.0NRT,305.55,24.45,D
-16.7027,128.01562,367,0.47,0.48,2026-05-13,05:38,N,high,2.0NRT,304.46,18.73,D
-16.70515,128.00229,367,0.47,0.48,2026-05-13,05:38,N,high,2.0NRT,301.33,16.09,D
-16.68009,128.1384,345.43,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.6,8.78,D
-16.68513,128.1111,336.09,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.72,9.62,D
-16.68596,128.10652,348.72,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.36,11.57,D
-16.69015,128.0838,352.22,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.48,10.03,D
-16.691,128.07921,332.62,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.28,7.39,D
-16.69274,128.06976,330.46,0.48,0.48,2026-05-13,05:38,N,low,2.0NRT,301.63,6.39,D
-16.69358,128.06516,345.31,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.09,6.39,D
-16.69444,128.0605,345.95,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.85,7.91,D
-16.6953,128.05582,335.67,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.6,7.91,D
-16.69615,128.05119,339.06,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.89,4.69,D
-16.69699,128.04663,330.18,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.7,4.69,D
-16.69781,128.04222,346.85,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.38,20.57,D
-16.69862,128.03783,349.61,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,305.31,20.57,D
-16.70024,128.02898,347.19,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,305.41,24.45,D
-16.70107,128.02449,332.19,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.77,9.11,D
-16.70189,128.02003,339.47,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,301.52,9.11,D
-16.70351,128.01123,342.37,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.12,18.73,D
-16.70433,128.00676,351.37,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.12,16.09,D
-16.70598,127.99779,352.83,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.3,14.73,D
-16.7068,127.99332,345.79,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.12,14.73,D
-16.70763,127.98884,349.6,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.67,6,D
-16.70847,127.98426,330.6,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297.87,6,D
-16.70931,127.97966,339.93,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.12,6.13,D
-17.52678,123.22517,354.67,0.4,0.37,2026-05-13,05:38,N,nominal,2.0NRT,309.01,6.3,D
-17.52739,123.22135,331.08,0.4,0.37,2026-05-13,05:38,N,low,2.0NRT,305.84,6.3,D
-16.68069,128.11017,367,0.48,0.48,2026-05-13,05:38,N,high,2.0NRT,303.52,18.63,D
-16.68237,128.10107,367,0.48,0.48,2026-05-13,05:38,N,high,2.0NRT,300.81,10.09,D
-16.69828,128.0148,367,0.47,0.48,2026-05-13,05:38,N,high,2.0NRT,298.09,24.41,D
-16.70407,127.98335,367,0.47,0.48,2026-05-13,05:38,N,high,2.0NRT,299.68,21.28,D
-16.67564,128.13751,331.69,0.48,0.48,2026-05-13,05:38,N,low,2.0NRT,301.82,5.24,D
-16.67648,128.13293,347.72,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,303.22,14.59,D
-16.67901,128.11925,341.82,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.44,10.67,D
-16.67986,128.11472,345.93,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.51,18.63,D
-16.68153,128.10562,347.97,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297.94,10.09,D
-16.68321,128.09653,330.88,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.77,7.1,D
-16.68575,128.08276,338.58,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,296.95,4.22,D
-16.68918,128.06416,345.48,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.12,57.67,D
-16.6909,128.05484,355.55,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.04,84.91,D
-16.69174,128.05032,355.17,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,306.27,30.77,D
-16.69257,128.04581,348.83,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.15,30.77,D
-16.69338,128.04137,352.93,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.92,23.43,D
-16.6942,128.03696,344.84,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.32,23.43,D
-16.69501,128.03253,349.05,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.4,33.92,D
-16.69583,128.02809,353.22,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,300.19,33.92,D
-16.69666,128.02364,350.4,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,306.41,58.75,D
-16.69748,128.01918,355.58,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,305.14,58.75,D
-16.70074,128.00148,340.26,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,297,10.75,D
-16.70492,127.97874,356.53,0.47,0.48,2026-05-13,05:38,N,nominal,2.0NRT,299.89,17.13,D
-17.52338,123.22458,340.12,0.4,0.37,2026-05-13,05:38,N,nominal,2.0NRT,306.44,3.38,D
-17.52399,123.22075,332.17,0.4,0.37,2026-05-13,05:38,N,low,2.0NRT,306.31,3.38,D
-16.67541,128.11383,355.12,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,298.03,18.63,D
-16.67625,128.10928,349.44,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,302.74,18.63,D
-16.67794,128.10017,340.02,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,296.7,10.09,D
-16.67965,128.09094,333.55,0.48,0.48,2026-05-13,05:38,N,nominal,2.0NRT,296.76,7.1,D
-17.51997,123.22398,335.01,0.4,0.37,2026-05-13,05:38,N,nominal,2.0NRT,303.3,3.38,D
-17.52058,123.22015,344.87,0.4,0.37,2026-05-13,05:38,N,nominal,2.0NRT,304.75,3.38,D
-17.51779,123.21575,331.8,0.4,0.37,2026-05-13,05:38,N,low,2.0NRT,303.72,3.14,D
-17.51841,123.21194,341.03,0.4,0.37,2026-05-13,05:38,N,nominal,2.0NRT,304.52,3.14,D
-17.50139,123.20896,349.74,0.4,0.37,2026-05-13,05:38,N,nominal,2.0NRT,307.75,10.61,D
-17.502,123.20515,338.16,0.4,0.37,2026-05-13,05:38,N,nominal,2.0NRT,306.29,5.12,D
-17.45881,122.15565,340.3,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,294.62,4.18,D
-17.4549,122.15872,330.49,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,287.28,4.97,D
-17.45547,122.15508,349.83,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,301.79,4.97,D
-17.44879,122.15396,333.65,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,303.46,5.59,D
-17.43357,122.20752,331.45,0.39,0.36,2026-05-13,05:38,N,low,2.0NRT,305.76,2.91,D
-17.43023,122.20695,339.18,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,303.11,2.91,D
-17.4308,122.2033,343.1,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,304.17,2.91,D
-17.43422,122.18141,330.84,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,299.77,3.22,D
-17.43479,122.17776,331.21,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,294.59,1.35,D
-17.43536,122.17411,337.76,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,290.65,1.35,D
-17.4286,122.19544,335.34,0.39,0.36,2026-05-13,05:38,N,low,2.0NRT,305.99,3.57,D
-17.42917,122.1918,335.34,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,307.25,8.86,D
-17.43031,122.18449,347.8,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,310.73,36.44,D
-17.43088,122.18084,344.22,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,318.23,36.44,D
-17.43145,122.17719,355.75,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,307.63,22.13,D
-17.43202,122.17356,334.63,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,303.98,22.13,D
-17.42583,122.19122,336.83,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,303.9,8.86,D
-17.4264,122.18758,358.08,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,308.58,8.86,D
-17.42697,122.18393,346.07,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,320.09,36.44,D
-17.42754,122.18028,348.86,0.39,0.36,2026-05-13,05:38,N,nominal,2.0NRT,302.98,36.44,D
-15.60272,130.38736,332.14,0.35,0.57,2026-05-13,05:38,N,nominal,2.0NRT,297.16,3.6,D
-15.55467,130.59645,340.29,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,298.48,10.21,D
-15.55536,130.59306,353.8,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,298.74,5.31,D
-15.55605,130.58969,342,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,297.71,5.31,D
-15.59745,130.38641,333.91,0.35,0.57,2026-05-13,05:38,N,nominal,2.0NRT,296.45,2.24,D
-15.5507,130.58873,367,0.36,0.58,2026-05-13,05:38,N,high,2.0NRT,291.08,5.31,D
-15.55002,130.5921,339.25,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,296.06,5.31,D
-15.56674,130.48328,331.27,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,296.73,2.88,D
-15.34076,131.54544,332.77,0.42,0.61,2026-05-13,05:38,N,nominal,2.0NRT,295,3.06,D
-15.54279,130.57323,332.17,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,297.63,3.53,D
-15.5573,130.59834,332.78,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,298.61,6.4,D
-15.5533,130.59055,367,0.36,0.58,2026-05-13,05:38,N,high,2.0NRT,298.01,7.86,D
-15.55263,130.59393,343.19,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,298.21,6.4,D
-15.55396,130.58716,356.43,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,294.71,7.86,D
-15.92836,128.61151,330.37,0.53,0.5,2026-05-13,05:38,N,nominal,2.0NRT,299.73,6.62,D
-15.54126,130.59538,331.54,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,297.78,2.49,D
-15.56396,130.48036,333.79,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,296.73,2.48,D
-15.33983,131.54384,335.93,0.42,0.61,2026-05-13,05:38,N,nominal,2.0NRT,295.53,3.47,D
-15.54675,130.48395,334.43,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,297.32,3.74,D
-15.90881,128.61288,332.6,0.53,0.5,2026-05-13,05:38,N,nominal,2.0NRT,300.21,5.23,D
-15.54078,130.4863,331.53,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,297.1,3.34,D
-15.53548,130.48531,350.46,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,296.72,6.86,D
-15.53614,130.48196,346.54,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,297.9,6.29,D
-15.31383,131.55534,343.07,0.42,0.61,2026-05-13,05:38,N,nominal,2.0NRT,295.34,7.1,D
-15.52689,130.44563,342.96,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,297.15,3.06,D
-15.61901,129.98207,333.73,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,296.61,2.44,D
-15.51565,130.44688,367,0.36,0.57,2026-05-13,05:38,N,high,2.0NRT,300.2,18.33,D
-15.51632,130.44357,336.81,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,297.44,7.42,D
-15.60175,129.96187,330.83,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,296.29,2.11,D
-15.46219,130.62976,335.61,0.37,0.58,2026-05-13,05:38,N,nominal,2.0NRT,298.03,3.68,D
-15.59666,129.96075,334.32,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,298.85,4.8,D
-15.59731,129.95746,354.04,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,297.5,4.8,D
-15.59219,129.95651,367,0.33,0.55,2026-05-13,05:38,N,high,2.0NRT,298.29,4.8,D
-15.59153,129.95981,344.33,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,298.2,4.8,D
-15.47291,130.5222,333.88,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,298.04,2.82,D
-15.58639,129.95894,336.45,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,297.67,9.15,D
-15.60186,129.88152,342.51,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,297.61,7.56,D
-15.60248,129.87842,330.25,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,298.32,3.92,D
-15.58057,129.96144,367,0.33,0.55,2026-05-13,05:38,N,high,2.0NRT,296.31,20.26,D
-15.46759,130.52118,337.97,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,295.53,2.82,D
-15.48396,130.44055,332.38,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,296.2,1.82,D
-15.58126,129.95801,351.56,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,297.89,9.15,D
-15.59549,129.88693,340.1,0.33,0.55,2026-05-13,05:38,N,nominal,2.0NRT,298.1,4.46,D
-15.47868,130.43948,367,0.36,0.57,2026-05-13,05:38,N,high,2.0NRT,297.37,8.78,D
-15.45743,130.54388,333.93,0.36,0.58,2026-05-13,05:38,N,nominal,2.0NRT,297.09,4.55,D
-15.47937,130.43613,333.76,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,296,5.39,D
-15.47155,130.42053,347.52,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,296.58,4.03,D
-15.54515,130.05795,338.05,0.34,0.56,2026-05-13,05:38,N,nominal,2.0NRT,298.29,6.25,D
-15.41689,130.66046,367,0.37,0.58,2026-05-13,05:38,N,high,2.0NRT,300.22,9.4,D
-15.54145,130.04979,339.6,0.34,0.56,2026-05-13,05:38,N,nominal,2.0NRT,297.74,8.8,D
-15.54208,130.04666,341.52,0.34,0.56,2026-05-13,05:38,N,nominal,2.0NRT,298.48,5.99,D
-15.85748,128.40489,339.41,0.52,0.5,2026-05-13,05:38,N,nominal,2.0NRT,300.63,7.46,D
-15.85843,128.39999,356.87,0.52,0.5,2026-05-13,05:38,N,nominal,2.0NRT,302.39,14.37,D
-15.85938,128.39511,343.08,0.52,0.5,2026-05-13,05:38,N,nominal,2.0NRT,299.79,14.37,D
-15.48016,130.43967,350.76,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,297.07,6.99,D
-15.48082,130.43631,334.66,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,295.97,4.19,D
-15.54897,130.05862,336.23,0.34,0.56,2026-05-13,05:38,N,nominal,2.0NRT,296.42,2.1,D
-15.47291,130.42064,341.49,0.36,0.57,2026-05-13,05:38,N,nominal,2.0NRT,296.51,3.39,D
-15.85888,128.40291,333.63,0.52,0.5,2026-05-13,05:38,N,nominal,2.0NRT,300.13,9.2,D
-15.85979,128.39801,353.43,0.52,0.5,2026-05-13,05:38,N,nominal,2.0NRT,302.26,9.2,D
-15.85522,128.39702,367,0.52,0.5,2026-05-13,05:38,N,high,2.0NRT,298.75,9.2,D
-15.54015,130.04898,340.36,0.34,0.56,2026-05-13,05:38,N,nominal,2.0NRT,297.18,8.32,D
-15.54076,130.04585,347.23,0.34,0.56,2026-05-13,05:38,N,nominal,2.0NRT,298.33,3.69,D
